164;2019-04-18T09:11:14.842000;-12.5052;-13.16
165;2019-04-18T09:11:21.552000;-12.5634;-13.22
166;2019-04-18T09:11:28.255000;-12.641;-13.30
167;2019-04-18T09:11:34.960000;-12.6992;-13.37
168;2019-04-18T09:11:41.634000;-12.7574;-13.42
169;2019-04-18T09:11:48.320000;-12.8253;-13.49
170;2019-04-18T09:11:55.003000;-12.8738;-13.55
171;2019-04-18T09:12:01.692000;-12.9417;-13.61
172;2019-04-18T09:12:08.397000;-13.029;-13.70
173;2019-04-18T09:12:15.106000;-13.0678;-13.75
174;2019-04-18T09:12:21.785000;-13.1357;-13.81
175;2019-04-18T09:12:28.490000;-13.2133;-13.89
176;2019-04-18T09:12:35.174000;-13.2812;-13.96
177;2019-04-18T09:12:41.862000;-13.3297;-14.01
178;2019-04-18T09:12:48.554000;-13.3976;-14.08
179;2019-04-18T09:12:55.287000;-13.4752;-14.16
180;2019-04-18T09:13:01.960000;-13.5334;-14.23
181;2019-04-18T09:13:08.653000;-13.5916;-14.28
182;2019-04-18T09:13:15.354000;-13.6498;-14.34
183;2019-04-18T09:13:22.039000;-13.7274;-14.43
184;2019-04-18T09:13:28.728000;-13.7759;-14.47
185;2019-04-18T09:13:35.417000;-13.8535;-14.55
186;2019-04-18T09:13:42.107000;-13.8923;-14.60
187;2019-04-18T09:13:48.801000;-13.9505;-14.65
188;2019-04-18T09:13:55.501000;-14.0184;-14.72
189;2019-04-18T09:14:02.213000;-14.0766;-14.79
190;2019-04-18T09:14:08.991000;-14.1445;-14.85
191;2019-04-18T09:14:15.693000;-14.2027;-14.91
192;2019-04-18T09:14:22.375000;-14.2803;-14.99
193;2019-04-18T09:14:29.064000;-14.3579;-15.09
194;2019-04-18T09:14:35.745000;-14.4161;-15.13
195;2019-04-18T09:14:42.457000;-14.4646;-15.18
196;2019-04-18T09:14:49.142000;-14.5131;-15.24
197;2019-04-18T09:14:55.816000;-14.5713;-15.29
198;2019-04-18T09:15:02.490000;-14.6295;-15.35
199;2019-04-18T09:15:09.161000;-14.6877;-15.42
200;2019-04-18T09:15:15.854000;-14.7459;-15.47
